"No.","Time","Source","Destination","Protocol","Length","Info"
"29458","80.549465","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2012, FN=0, Flags=....R..TC"
"29460","80.550542","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2066, FN=0, Flags=....R..TC"
"29464","80.554534","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2067, FN=0, Flags=.......TC"
"29468","80.554864","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2068, FN=0, Flags=.......TC"
"29472","80.556913","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2053, FN=0, Flags=.......TC"
"29476","80.558979","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2013, FN=0, Flags=.......TC"
"29480","80.562207","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2054, FN=0, Flags=.......TC"
"29484","80.563283","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2014, FN=0, Flags=.......TC"
"29488","80.564342","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2069, FN=0, Flags=.......TC"
"29496","80.668307","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2055, FN=0, Flags=.......TC"
"29498","80.669374","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2070, FN=0, Flags=.......TC"
"29500","80.670433","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2015, FN=0, Flags=.......TC"
"29504","80.671221","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2016, FN=0, Flags=.......TC"
"29510","80.672658","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2056, FN=0, Flags=.......TC"
"29512","80.673744","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2071, FN=0, Flags=.......TC"
"29516","80.674109","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2072, FN=0, Flags=.......TC"
"29520","80.676905","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2073, FN=0, Flags=.......TC"
"29524","80.677216","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2074, FN=0, Flags=.......TC"
"29528","80.677951","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2075, FN=0, Flags=.......TC"
"29532","80.679028","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2017, FN=0, Flags=.......TC"
"29538","80.681279","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2057, FN=0, Flags=.......TC"
"29542","80.688827","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2018, FN=0, Flags=.......TC"
"29550","80.788309","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2019, FN=0, Flags=.......TC"
"29552","80.789514","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2076, FN=0, Flags=....R..TC"
"29556","80.790599","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2020, FN=0, Flags=.......TC"
"29558","80.791685","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2058, FN=0, Flags=....R..TC"
"29562","80.792761","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2021, FN=0, Flags=.......TC"
"29566","80.794018","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2059, FN=0, Flags=.......TC"
"29570","80.797786","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2077, FN=0, Flags=.......TC"
"29574","80.798862","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2060, FN=0, Flags=.......TC"
"29580","80.802990","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2078, FN=0, Flags=.......TC"
"29584","80.804048","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2061, FN=0, Flags=.......TC"
"29586","80.805107","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2022, FN=0, Flags=.......TC"
"29594","80.908316","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2079, FN=0, Flags=.......TC"
"29598","80.909212","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2080, FN=0, Flags=.......TC"
"29600","80.910470","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2023, FN=0, Flags=....R..TC"
"29604","80.911547","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2081, FN=0, Flags=.......TC"
"29608","80.912615","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2024, FN=0, Flags=.......TC"
"29610","80.913673","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2062, FN=0, Flags=....R..TC"
"29614","80.916271","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2063, FN=0, Flags=.......TC"
"29618","80.917347","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2082, FN=0, Flags=.......TC"
"29622","80.920008","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2083, FN=0, Flags=.......TC"
"29626","80.921085","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2025, FN=0, Flags=.......TC"
"29630","80.924690","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2064, FN=0, Flags=.......TC"
"29638","81.028395","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2065, FN=0, Flags=.......TC"
"29640","81.029472","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2026, FN=0, Flags=....R..TC"
"29642","81.030549","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2084, FN=0, Flags=....R..TC"
"29646","81.032030","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2066, FN=0, Flags=.......TC"
"29650","81.033386","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2085, FN=0, Flags=.......TC"
"29654","81.035452","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2027, FN=0, Flags=.......TC"
"29658","81.036727","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2028, FN=0, Flags=.......TC"
"29662","81.040396","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2067, FN=0, Flags=.......TC"
"29666","81.043047","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2086, FN=0, Flags=.......TC"
"29670","81.044376","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2029, FN=0, Flags=.......TC"
"29678","81.148304","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2030, FN=0, Flags=.......TC"
"29680","81.149554","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2087, FN=0, Flags=....R..TC"
"29682","81.150621","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2068, FN=0, Flags=....R..TC"
"29686","81.152148","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2088, FN=0, Flags=.......TC"
"29690","81.154043","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2089, FN=0, Flags=.......TC"
"29694","81.155039","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2090, FN=0, Flags=.......TC"
"29698","81.156116","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2031, FN=0, Flags=.......TC"
"29702","81.157174","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2091, FN=0, Flags=.......TC"
"29706","81.159232","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2069, FN=0, Flags=.......TC"
"29710","81.160299","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2092, FN=0, Flags=.......TC"
"29714","81.165300","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2032, FN=0, Flags=.......TC"
"29718","81.167097","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2070, FN=0, Flags=.......TC"
"29726","81.268307","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2093, FN=0, Flags=.......TC"
"29728","81.269366","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2071, FN=0, Flags=.......TC"
"29730","81.270433","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2033, FN=0, Flags=.......TC"
"29734","81.275227","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2034, FN=0, Flags=.......TC"
"29738","81.275998","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2035, FN=0, Flags=.......TC"
"29742","81.277074","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2072, FN=0, Flags=.......TC"
"29748","81.278268","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2094, FN=0, Flags=.......TC"
"29754","81.287710","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2095, FN=0, Flags=.......TC"
"29762","81.388300","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2096, FN=0, Flags=.......TC"
"29766","81.389530","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2097, FN=0, Flags=.......TC"
"29768","81.390734","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2036, FN=0, Flags=....R..TC"
"29774","81.392782","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2037, FN=0, Flags=.......TC"
"29776","81.393987","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2073, FN=0, Flags=....R..TC"
"29778","81.395054","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2098, FN=0, Flags=....R..TC"
"29784","81.402238","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2074, FN=0, Flags=.......TC"
"29788","81.404682","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2099, FN=0, Flags=.......TC"
"29796","81.508323","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2100, FN=0, Flags=.......TC"
"29798","81.509545","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2038, FN=0, Flags=....R..TC"
"29800","81.510613","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2075, FN=0, Flags=....R..TC"
"29804","81.511680","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2101, FN=0, Flags=.......TC"
"29808","81.512766","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2039, FN=0, Flags=.......TC"
"29812","81.513852","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2102, FN=0, Flags=.......TC"
"29816","81.518861","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2103, FN=0, Flags=.......TC"
"29820","81.520073","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2040, FN=0, Flags=.......TC"
"29824","81.521140","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2076, FN=0, Flags=.......TC"
"29828","81.526465","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2104, FN=0, Flags=.......TC"
"29836","81.628469","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2041, FN=0, Flags=....R..TC"
"29838","81.629546","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2077, FN=0, Flags=....R..TC"
"29844","81.631216","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2078, FN=0, Flags=.......TC"
"29846","81.632284","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2105, FN=0, Flags=....R..TC"
"29848","81.633343","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2042, FN=0, Flags=.......TC"
"29852","81.634419","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2079, FN=0, Flags=.......TC"
"29856","81.638232","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2106, FN=0, Flags=.......TC"
"29860","81.643367","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2043, FN=0, Flags=.......TC"
"29866","81.645517","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2107, FN=0, Flags=....R..TC"
"29868","81.646584","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2080, FN=0, Flags=....R..TC"
"29876","81.748308","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2044, FN=0, Flags=.......TC"
"29878","81.749839","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2081, FN=0, Flags=....R..TC"
"29880","81.750934","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2108, FN=0, Flags=....R..TC"
"29884","81.752208","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2082, FN=0, Flags=.......TC"
"29888","81.755796","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2045, FN=0, Flags=.......TC"
"29892","81.758088","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2083, FN=0, Flags=.......TC"
"29896","81.759443","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2109, FN=0, Flags=.......TC"
"29900","81.765317","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2046, FN=0, Flags=.......TC"
"29904","81.766483","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2084, FN=0, Flags=.......TC"
"29912","81.868398","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2110, FN=0, Flags=.......TC"
"29914","81.869456","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2047, FN=0, Flags=....R..TC"
"29916","81.870515","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2085, FN=0, Flags=....R..TC"
"29920","81.871681","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2111, FN=0, Flags=.......TC"
"29924","81.872758","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2048, FN=0, Flags=.......TC"
"29928","81.876796","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2112, FN=0, Flags=.......TC"
"29934","81.878385","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2086, FN=0, Flags=.......TC"
"29938","81.882963","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2087, FN=0, Flags=.......TC"
"29942","81.884048","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2113, FN=0, Flags=.......TC"
"29951","81.988316","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2049, FN=0, Flags=.......TC"
"29953","81.989538","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2114, FN=0, Flags=....R..TC"
"29955","81.990615","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2088, FN=0, Flags=....R..TC"
"29959","81.992700","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2115, FN=0, Flags=.......TC"
"29963","81.996872","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2089, FN=0, Flags=.......TC"
"29967","81.997931","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2050, FN=0, Flags=.......TC"
"29971","81.998953","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2051, FN=0, Flags=.......TC"
"29975","82.001128","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2116, FN=0, Flags=.......TC"
"29979","82.003726","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2052, FN=0, Flags=.......TC"
"29983","82.006368","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2090, FN=0, Flags=.......TC"
"29991","82.108308","00:00:00_00:00:01","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2053, FN=0, Flags=.......TC"
"29993","82.109649","00:00:00_00:00:03","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2091, FN=0, Flags=....R..TC"
"29995","82.110761","00:00:00_00:00:02","00:00:00_00:00:04","802.11","72","Null function (No data), SN=2117, FN=0, Flags=....R..TC"
